Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
TTPH,"Tetraphase Pharmaceuticals, Inc.",6.47,330315808.6,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph
TEVA,Teva Pharmaceutical Industries Limited,14.9,15138400000,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/teva
TGTX,"TG Therapeutics, Inc.",8.6,591988679.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx
ENSG,"The Ensign Group, Inc.",23.02,1170988865,n/a,2007,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ensg
MDCO,The Medicines Company,33.98,2468287118,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdco
TXMD,"TherapeuticsMD, Inc.",5.1,1103778424,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/txmd
TRPX,Therapix Biosciences Ltd.,5.55,11302219.8,2036436,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trpx
TBPH,"Theravance Biopharma, Inc.",32.3,1738691946,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tbph
TIG,TiGenix,23.7,30259520.1,1276773,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tig
TTNP,"Titan Pharmaceuticals, Inc.",1.9,40287113.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ttnp
TVTY,"Tivity Health, Inc.",41.2,1622763476,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/tvty
TOCA,Tocagen Inc.,9.99,197896395.5,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/toca
TNXP,Tonix Pharmaceuticals Holding Corp.,4.08,30933336,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tnxp
TCON,"TRACON Pharmaceuticals, Inc.",3.05,50800546.85,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tcon
TRXC,"TransEnterix, Inc.",3.47,515421155.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/trxc
TRVN,"Trevena, Inc.",1.76,105065074.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/trvn
TRIL,Trillium Therapeutics Inc.,7.15,77183234.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tril
TRIB,Trinity Biotech plc,5.11,122408241.1,23954646,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/trib
TROV,"TrovaGene, Inc.",0.805,30002012.71,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/trov
TRUP,"Trupanion, Inc.",28.5,854872975.5,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/trup
TYME,"Tyme Technologies, Inc.",4,357284268,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tyme
USPH,"U.S. Physical Therapy, Inc.",66.05,830990703.9,n/a,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/usph
RARE,Ultragenyx Pharmaceutical Inc.,51.51,2187035172,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rare
QURE,uniQure N.V.,19.27,493882372.7,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qure
UTHR,United Therapeutics Corporation,121.01,5257024603,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/uthr
UNH,UnitedHealth Group Incorporated,207.49,2.00614E+11,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/unh
UHS,"Universal Health Services, Inc.",112.85,10794924838,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/uhs
URGN,UroGen Pharma Ltd.,27.28,354899269.1,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/urgn
UTMD,"Utah Medical Products, Inc.",77.25,287292750,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/utmd
VRX,"Valeant Pharmaceuticals International, Inc.",12.13,4213115605,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrx
VLRX,"Valeritas Holdings, Inc.",2.12,14507113.36,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/vlrx
VNDA,Vanda Pharmaceuticals Inc.,16,717732848,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vnda
VAR,"Varian Medical Systems, Inc.",106.69,9794237381,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/var
VBLT,Vascular Biogenics Ltd.,6,161413710,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vblt
VBIV,"VBI Vaccines, Inc.",3.53,142009679.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vbiv
VCYT,"Veracyte, Inc.",9.3,315210173.1,n/a,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/vcyt
VSTM,"Verastem, Inc.",3.95,156420000,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vstm
VCEL,Vericel Corporation,4.2,137863030.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vcel
VRML,"Vermillion, Inc.",1.49,83684482.18,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vrml
VRNA,Verona Pharma plc,14.5,94333201,6505738,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrna
VSAR,"Versartis, Inc.",2.65,94417112.35,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vsar
VRTX,Vertex Pharmaceuticals Incorporated,154.63,38985140713,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrtx
VICL,Vical Incorporated,2.38,27136919.46,n/a,1993,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vicl
VRAY,"ViewRay, Inc.",6.7,395349466.1,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vray
VKTX,"Viking Therapeutics, Inc.",3,83092695,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktx
VKTXW,"Viking Therapeutics, Inc.",1.68,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vktxw
VTGN,"VistaGen Therapeutics, Inc.",1.06,11396562.44,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtgn
VTL,"Vital Therapies, Inc.",5.75,242692412,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtl
VIVE,"Viveve Medical, Inc.",5.28,102460163.5,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/vive
VVUS,"VIVUS, Inc.",0.7954,84199600.35,n/a,1994,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vvus
VNRX,VolitionRX Limited,2.25,59667075,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vnrx
VYGR,"Voyager Therapeutics, Inc.",23.1,621475331.4,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vygr
VTVT,vTv Therapeutics Inc.,7.41,243140625,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtvt
WBA,"Walgreens Boots Alliance, Inc.",68.06,72830766837,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/wba
WVE,WAVE Life Sciences Ltd.,22.85,634320889.9,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/wve
WCG,"WellCare Health Plans, Inc.",180.52,8034697346,n/a,2004,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/wcg
WMGI,Wright Medical Group N.V.,26.45,2772043450,n/a,2011,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/wmgi
WMGIZ,Wright Medical Group N.V.,1.55,0,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/wmgiz
XBIT,XBiotech Inc.,4.12,145929460.6,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xbit
XNCR,"Xencor, Inc.",21.29,999061778.6,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xncr
XBIO,"Xenetic Biosciences, Inc.",2.7,23537360.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xbio
XENE,Xenon Pharmaceuticals Inc.,3.25,58494865,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xene
XOMA,XOMA Corporation,22.65,172095923.1,n/a,1986,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xoma
XTNT,"Xtant Medical Holdings, Inc.",0.6706,12132899.57,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/xtnt
XTLB,XTL Biopharmaceuticals Ltd.,2.35,3275291.35,1393741,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xtlb
ZFGN,"Zafgen, Inc.",3.69,101415683.3,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zfgn
ZLAB,Zai Lab Limited,28.24,166135920,5883000,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zlab
ZEAL,Zealand Pharma A/S,18.63,81506250,4375000,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zeal
ZBH,"Zimmer Biomet Holdings, Inc.",122.35,24738670812,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/zbh
ZIOP,ZIOPHARM Oncology Inc,5.4,766599060.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ziop
ZTS,Zoetis Inc.,65.94,32252023586,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zts
ZGNX,"Zogenix, Inc.",39.75,987432930,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zgnx
ZSAN,Zosano Pharma Corporation,0.8489,33302429.34,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zsan
ZYME,Zymeworks Inc.,9,228012471,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zyme
ZYNE,"Zynerba Pharmaceuticals, Inc.",9.73,128993324.7,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zyne
